"who_retweet","who_post","weight"
"str_117743669","str_392077251",5
"str_117743669","str_479093108",2
"str_117743669","str_4817114249",3
"str_117743669","str_715613647758819330",11
"str_117743669","str_984917712412598273",1
"str_1177586612","str_872554528545091584",2
"str_117973011","str_107147014",2
"str_117973011","str_109901017",8
"str_117973011","str_15117083",4
"str_117973011","str_31277613",3
"str_117973011","str_58773116",1
"str_117973011","str_98845251",1
"str_1180523408","str_118198589",1
"str_1180523408","str_2792686327",4
"str_1180523408","str_3434426878",1
"str_1180523408","str_70591921",3
"str_1180523408","str_723599467081920512",5
"str_118198589","str_105336659",1
"str_118198589","str_1364892560",4
"str_118198589","str_265642432",1
"str_118198589","str_2906574983",2
"str_118198589","str_479093108",1
"str_118198589","str_70591921",1
"str_1183409390","str_105336659",1
"str_1183409390","str_118198589",2
"str_1183409390","str_139593662",5
"str_1183409390","str_17091701",1
"str_1183409390","str_2328050107",2
"str_1183409390","str_3313812382",1
"str_1183409390","str_392077251",3
"str_1183409390","str_479093108",1
"str_1183409390","str_4817114249",2
"str_1183409390","str_757759961569042432",3
"str_118664177","str_153106114",6
"str_118664177","str_18030672",1
"str_118664177","str_20870949",3
"str_118664177","str_214565388",1
"str_118664177","str_2319105211",4
"str_118664177","str_27670007",1
"str_118664177","str_278278143",1
"str_118664177","str_360709597",2
"str_118664177","str_524443212",1
"str_1187465769778442240","str_17798559",1
"str_1187465769778442240","str_21696469",3
"str_1187465769778442240","str_4489398139",1
"str_1187465769778442240","str_49747296",10
"str_1187465769778442240","str_829373968528269312",1
"str_118854018","str_38707559",1
"str_1191587605","str_1367793234",2
"str_1191587605","str_16936014",10
"str_1191587605","str_409652472",3
"str_1191587605","str_41956692",2
"str_1191587605","str_92629688",1
"str_119167800","str_14752226",13
"str_119167800","str_16150792",2
"str_119167800","str_745818046963453952",2
"str_119167800","str_860510877296074752",1
"str_119167800","str_973601189144219649",1
"str_119167800","str_983759571645812736",1
"str_1191691237","str_26078159",2
"str_1191691237","str_42658483",1
"str_1192835660","str_7433632",1
"str_1194276903579979778","str_3242677586",2
"str_1194276903579979778","str_4889411971",1
"str_1194675296764678146","str_818524048888131584",1
"str_1195567058","str_21696469",1
"str_1195567058","str_31957561",4
"str_1195567058","str_3215461769",1
"str_1195567058","str_49421426",2
"str_1195567058","str_49747296",1
"str_1195567058","str_621130507",2
"str_1195634204","str_160625658",1
"str_1195634204","str_181374332",5
"str_1195634204","str_214169085",1
"str_1195634204","str_860291474189168640",1
"str_119571280","str_1145899129",2
"str_119571280","str_2340659774",5
"str_119571280","str_25848616",1
"str_119571280","str_56812053",3
"str_119571280","str_967214466902315008",1
"str_119590900","str_105336659",2
"str_119590900","str_1220083937281761285",1
"str_119590900","str_1581640994",1
"str_119590900","str_17091701",1
"str_119590900","str_23546469",5
"str_119590900","str_2512863602",1
"str_119590900","str_2792686327",1
"str_119590900","str_479093108",1
"str_119590900","str_4817114249",5
"str_119590900","str_70591921",1
"str_119590900","str_715613647758819330",9
"str_1198440361","str_16100125",9
"str_1198440361","str_34740140",4
"str_1198440361","str_80698005",2
"str_1200043633","str_37149107",1
"str_1200043633","str_3761644334",5
"str_1202232394796978180","str_106252738",1
"str_1202232394796978180","str_78033328",1
"str_1202689431519612933","str_18131106",2
"str_1202689431519612933","str_18189966",5
"str_1203741292733358080","str_1367793234",1
"str_1203741292733358080","str_16936014",1
"str_1205219106","str_175847438",4
"str_1205219106","str_3065062453",3
"str_1205219106","str_364632749",2
"str_1205219106","str_77098233",1
"str_1205541642","str_1085248153081864192",1
"str_1205541642","str_1209822847755010048",1
"str_1205541642","str_2798217692",1
"str_1206230749","str_264599055",2
"str_1206233820","str_3761644334",1
"str_1206233820","str_38707559",6
"str_1207207279","str_159633273",1
"str_1207207279","str_295906042",1
"str_1207207279","str_30380250",1
"str_1207207279","str_3195934863",2
"str_1207207279","str_37052689",5
"str_1207207279","str_424412391",15
"str_1207207279","str_5507352",4
"str_1209822847755010048","str_40327767",1
"str_121208502","str_240722267",1
"str_121219311","str_78033328",16
"str_1212541723143888896","str_2348952636",1
"str_121275320","str_16100125",33
"str_121275320","str_34740140",5
"str_121275320","str_43537323",1
"str_1213229984912822272","str_621130507",1
"str_1213544146981408768","str_384690337",1
"str_12145102","str_16100125",3
"str_12145102","str_4074051493",2
"str_12145102","str_80698005",1
"str_1216563939837788160","str_123044424",2
"str_1216563939837788160","str_249448443",1
"str_1216563939837788160","str_965235634053894147",2
"str_1217224147","str_2340659774",1
"str_1217224147","str_967214466902315008",2
"str_121783565","str_15663169",1
"str_121783565","str_177719616",3
"str_121783565","str_22524908",1
"str_121783565","str_257302726",21
"str_121783565","str_26583978",1
"str_122074473","str_1139607716941500417",1
"str_1221925586957996033","str_16968683",4
"str_1221925586957996033","str_866442764329914370",2
"str_1223452968","str_28375536",5
"str_1223452968","str_41622556",5
"str_1226177652","str_14466551",2
"str_1226177652","str_16451101",1
"str_1226177652","str_169586297",2
"str_1226177652","str_2339034433",1
"str_1226177652","str_26276316",2
"str_1226177652","str_2979059877",1
"str_123044424","str_1132156746",1
"str_123044424","str_1216563939837788160",5
"str_123044424","str_2268036854",1
"str_123044424","str_479935499",3
"str_123044424","str_965235634053894147",1
"str_123058509","str_115576195",2
"str_123058509","str_23441791",10
"str_123272512","str_55720891",1
"str_12343872","str_22481727",1
"str_12343872","str_31277613",1
"str_12343872","str_42854756",2
"str_12343872","str_48179956",1
"str_12343872","str_905115883793731585",1
"str_123915621","str_1854639792",5
"str_123915621","str_19748169",1
"str_123915621","str_282783586",1
"str_123915621","str_303397026",9
"str_123915621","str_735888005894836225",3
"str_123949561","str_132171327",1
"str_1239543974","str_35389327",1
"str_1239543974","str_54867849",2
"str_1239589801","str_21762059",1
"str_1239589801","str_318147943",1
"str_1239589801","str_3188152800",1
"str_123974466","str_78033328",2
"str_1240066436","str_3978905843",2
"str_1242362706","str_2991305795",2
"str_1242400182","str_16936014",7
"str_1242400182","str_40327767",12
"str_1242400182","str_409652472",2
"str_1242400182","str_92629688",1
"str_1245254672","str_159633273",2
"str_1245254672","str_18361437",2
"str_1245254672","str_37052689",1
"str_124560631","str_16936014",3
"str_124820305","str_16319967",1
"str_124820305","str_2400595245",1
"str_1250004840","str_16936014",7
"str_1250004840","str_3013091151",1
"str_1250004840","str_40327767",1
"str_1250004840","str_409652472",2
"str_1250086720172892161","str_2319105211",1
"str_1250138480","str_2334731485",1
"str_1257168498","str_103744112",1
"str_1257168498","str_2304084941",1
"str_1257168498","str_42658483",6
"str_1260217903","str_15323106",2
"str_1260217903","str_21762059",1
"str_1260217903","str_3188152800",5
"str_1260217903","str_70342801",3
"str_1260217903","str_9486482",1
"str_1260217903","str_974819163305848833",1
"str_1260362699160125441","str_108427276",1
"str_1260362699160125441","str_115576195",1
"str_1260648566","str_15211944",1
"str_1260648566","str_3761644334",1
"str_1261953619","str_27628064",2
"str_1261953619","str_54867849",1
"str_126206025","str_16100125",13
"str_126206025","str_295906042",1
"str_126206025","str_34740140",1
"str_126206025","str_43537323",2
"str_126206025","str_80698005",4
"str_1262275046","str_16100125",1
"str_1262275046","str_18361437",1
"str_1262275046","str_34740140",2
"str_126328280","str_15323106",8
"str_126328280","str_2411429150",1
"str_126328280","str_268313339",4
"str_126328280","str_28656296",8
"str_126328280","str_3171834681",2
"str_126328280","str_318147943",1
"str_126328280","str_434956607",23
"str_126328280","str_715623359631896576",3
"str_126328280","str_78405684",3
"str_126328280","str_874649932157693953",1
"str_126328280","str_9486482",35
"str_126456854","str_153645335",2
"str_126456854","str_159633273",5
"str_126456854","str_18657125",4
"str_126456854","str_25241040",2
"str_126456854","str_262794246",11
"str_126456854","str_2917685440",40
"str_126456854","str_3195934863",25
"str_126456854","str_32962571",21
"str_126456854","str_37052689",6
"str_126456854","str_37727891",3
"str_126456854","str_4271386823",6
"str_126456854","str_5507352",1
"str_126456854","str_82240115",1
"str_126456854","str_957734718576971776",1
"str_126832107","str_3242677586",2
"str_1268750839","str_1101616545489399809",1
"str_1270418690","str_109901017",8
"str_1270418690","str_15117083",25
"str_1270418690","str_21836759",2
"str_1270418690","str_297055411",1
"str_1270418690","str_31277613",15
"str_1270418690","str_58773116",1
"str_1275035772","str_4817114249",1
"str_127614941","str_35389327",4
"str_127614941","str_967169939022012416",1
"str_1278022358","str_37476743",2
"str_1278022358","str_704343898684919808",1
"str_128073515","str_1854639792",1
"str_128073515","str_282783586",1
"str_1281118914","str_1077365580",1
"str_1281118914","str_17327933",1
"str_1281118914","str_19237004",1
"str_1281118914","str_19538697",1
"str_1281118914","str_28696353",11
"str_1281118914","str_3439313823",1
"str_1281118914","str_372053421",1
"str_1281118914","str_61871092",4
"str_1281118914","str_755872938084147200",23
"str_1281118914","str_990085837",14
"str_1284438674","str_169586297",1
"str_1284596785","str_2319105211",2
"str_1284596785","str_278278143",3
"str_1284596785","str_2900023413",1
"str_1284596785","str_360709597",1
"str_1284770748","str_475287482",5
"str_128575038","str_106252738",1
"str_128575038","str_111693211",1
"str_128575038","str_1202232394796978180",2
"str_128575038","str_25728028",22
"str_128575038","str_78033328",11
"str_1287107688","str_2367507841",5
"str_1289192724","str_169586297",1
"str_1289192724","str_26276316",3
"str_1289192724","str_751075331801485313",2
"str_1289192724","str_96161390",6
"str_129350395","str_2328050107",1
"str_129350395","str_4817114249",1
"str_129350395","str_992053607007707136",1
"str_129822858","str_2367507841",1
"str_1299858974","str_1219687412",1
"str_13028602","str_15186725",1
"str_13028602","str_169586297",3
"str_13028602","str_3022998240",2
"str_13028602","str_49747296",4
"str_13028602","str_979140480096071680",61
"str_13028602","str_991472006406303744",8
"str_1305613921","str_1367793234",1
"str_1305613921","str_16936014",3
"str_1305613921","str_40327767",1
"str_1305613921","str_409652472",1
"str_1305613921","str_92629688",1
"str_130703239","str_21696469",11
"str_130703239","str_23369686",1
"str_130703239","str_27455144",2
"str_130703239","str_31957561",18
"str_130703239","str_3215461769",3
"str_130703239","str_33490420",3
"str_130703239","str_36381920",10
"str_130703239","str_426978229",2
"str_130703239","str_4489398139",2
"str_130703239","str_49421426",14
"str_130703239","str_49747296",13
"str_130703239","str_500443244",1
"str_130703239","str_57399605",1
"str_130703239","str_60631912",3
"str_130703239","str_621130507",2
"str_130703239","str_829373968528269312",2
"str_1308950598","str_1205541642",2
"str_1308950598","str_14304836",5
"str_1308950598","str_18882624",1
"str_1308950598","str_2222545540",5
"str_1308950598","str_2327597341",3
"str_1308950598","str_2798217692",12
"str_1308950598","str_35389327",1
"str_1308950598","str_600663197",3
"str_1308950598","str_65775538",1
"str_1308950598","str_946295040686555136",2
"str_130901013","str_23546469",2
"str_131564093","str_18361437",1
"str_131564093","str_262794246",1
"str_131564093","str_37052689",1
"str_131564093","str_957734718576971776",1
"str_1318703821","str_2456250857",1
"str_1318703821","str_517016355",1
"str_1320331676","str_1055886207161458690",2
"str_1320331676","str_1077365580",9
"str_1320331676","str_169586297",1
"str_1320331676","str_17327933",3
"str_1320331676","str_61871092",2
"str_1320331676","str_738349549027201024",1
"str_1320331676","str_949709847276212225",1
"str_1320331676","str_990085837",1
"str_1321353271","str_22524908",2
"str_1321627759","str_153489863",18
"str_1321627759","str_307994774",1
"str_1321627759","str_35026217",4
"str_132174002","str_43038546",1
"str_1323645698","str_397570680",4
"str_1325302830","str_22229397",1
"str_1325982073","str_31957561",1
"str_1325982073","str_4489398139",1
"str_1328208044","str_451147000",3
"str_1330714418","str_34148074",1
"str_1330714418","str_827240645634977794",1
"str_133122139","str_101829504",10
"str_133122139","str_16968683",1
"str_133122139","str_3978905843",1
"str_133165344","str_158715755",2
"str_133165344","str_175847438",2
"str_133165344","str_3065062453",1
"str_133165344","str_356903515",1
"str_133165344","str_36524859",2
"str_133165344","str_50442179",3
"str_133165344","str_779109706543472640",2
"str_1332046980","str_2191262215",1
"str_1332046980","str_3761644334",2
"str_1332046980","str_95357369",2
"str_1337511152","str_1318703821",2
"str_1337511152","str_17164263",1
"str_1337511152","str_517016355",2
"str_133782380","str_595693520",2
"str_1339508377","str_771181449961611265",1
"str_134131293","str_282783586",1
"str_1342560637","str_15986586",2
"str_1342560637","str_36380509",1
"str_1342560637","str_376444395",1
"str_1342587882","str_24430658",1
"str_1342587882","str_36726020",5
